molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain
CHEMBL3244648,METHOTREXATE SODIUM,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,1953.0,5.4,5.0,5.2,0.4,3.97,3.82,3.82,0.028,0.028,0.191,False
CHEMBL1590,PSEUDOEPHEDRINE,CN[C@@H](C)[C@@H](O)c1ccccc1,1963.0,5.25,5.06,5.15,0.19,3.82,3.88,3.82,0.022,0.022,0.286,False
CHEMBL312448,XYLOMETAZOLINE,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,,5.25,5.22,5.23,0.03,3.82,4.04,3.82,0.033,0.033,0.154,False
CHEMBL2105941,AMOBARBITAL SODIUM,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O,,5.25,5.06,5.15,0.19,3.82,3.88,3.82,0.022,0.022,0.149,False
CHEMBL1834657,INFIGRATINIB PHOSPHATE,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,2021.0,6.44,5.0,5.72,1.44,5.01,3.82,3.82,0.072,0.055,0.225,False
CHEMBL2106122,EMEPRONIUM BROMIDE,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,,5.39,5.0,5.19,0.39,3.96,3.82,3.82,0.028,0.028,0.244,False
CHEMBL2106119,CALCIUM GLUCONATE,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2017.0,5.25,5.11,5.18,0.13,3.82,3.94,3.82,0.028,0.028,0.125,False
CHEMBL231068,FLIBANSERIN,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,2015.0,5.3,4.98,5.14,0.32,3.88,3.81,3.81,0.022,0.022,0.289,False
CHEMBL629,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,1961.0,5.23,5.13,5.18,0.11,3.81,3.95,3.81,0.028,0.028,0.206,False
CHEMBL1421,DASATINIB ANHYDROUS,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2006.0,6.15,4.99,5.57,1.16,4.72,3.81,3.81,0.072,0.066,0.198,False
CHEMBL360055,GALLAMINE,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,1982.0,5.24,5.0,5.12,0.23,3.81,3.83,3.81,0.022,0.022,0.182,False
CHEMBL24072,PRENYLAMINE,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,,5.27,4.99,5.13,0.28,3.84,3.81,3.81,0.022,0.022,0.271,False
CHEMBL3127326,OMBITASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,2014.0,6.82,4.99,5.91,1.83,5.4,3.81,3.81,0.072,0.039,0.219,False
CHEMBL1239,BENZYL BENZOATE,O=C(OCc1ccccc1)c1ccccc1,1976.0,5.24,5.11,5.17,0.13,3.81,3.93,3.81,0.028,0.028,0.354,True
CHEMBL3301670,DIFEMERINE HYDROCHLORIDE,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1,,5.23,5.13,5.18,0.1,3.81,3.95,3.81,0.028,0.028,0.204,False
CHEMBL3578202,GOZETOTIDE,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,2020.0,5.39,4.99,5.19,0.4,3.96,3.81,3.81,0.028,0.028,0.178,False
CHEMBL146095,GLAFENINE,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,,5.46,4.98,5.22,0.48,4.04,3.81,3.81,0.028,0.028,0.253,False
CHEMBL1175,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,2004.0,5.31,4.98,5.15,0.32,3.88,3.81,3.81,0.022,0.022,0.258,False
CHEMBL360328,LORCASERIN,C[C@H]1CNCCc2ccc(Cl)cc21,2012.0,5.61,4.98,5.3,0.63,4.19,3.81,3.81,0.039,0.039,0.216,False
CHEMBL92401,IPRONIAZID,CC(C)NNC(=O)c1ccncc1,,5.24,5.05,5.14,0.19,3.81,3.87,3.81,0.022,0.022,0.245,False
CHEMBL186314,SODIUM CARBONATE,O=C([O-])[O-],1982.0,5.24,5.13,5.18,0.12,3.81,3.95,3.81,0.028,0.028,0.091,False
CHEMBL2106907,METHIODAL SODIUM,O=S(=O)([O-])CI,,5.23,5.12,5.18,0.11,3.81,3.94,3.81,0.028,0.028,0.125,False
CHEMBL1441,ETHIONAMIDE,CCc1cc(C(N)=S)ccn1,1965.0,5.28,4.99,5.14,0.29,3.86,3.81,3.81,0.022,0.022,0.188,False
CHEMBL1200682,SODIUM OXYBATE,O=C([O-])CCCO,2002.0,5.24,5.12,5.18,0.12,3.81,3.94,3.81,0.028,0.028,0.104,False
CHEMBL1200790,METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O,1982.0,5.52,4.98,5.25,0.54,4.1,3.81,3.81,0.033,0.033,0.16,False
CHEMBL1594,PANTOTHENIC ACID,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,1993.0,5.24,5.02,5.13,0.21,3.81,3.85,3.81,0.022,0.022,0.136,False
CHEMBL971,PENTOBARBITAL SODIUM,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O,1973.0,5.42,4.98,5.2,0.43,3.99,3.81,3.81,0.028,0.028,0.141,False
CHEMBL984,MIVACURIUM CHLORIDE,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,1992.0,5.24,5.31,5.27,-0.07,3.81,4.13,3.81,0.044,0.044,0.22,False
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1980.0,5.58,4.98,5.28,0.6,4.15,3.81,3.81,0.033,0.033,0.182,False
CHEMBL573,NIACIN,O=C(O)c1cccnc1,1982.0,5.24,5.13,5.19,0.11,3.81,3.95,3.81,0.028,0.028,0.302,True
CHEMBL1201319,METARAMINOL,C[C@H](N)[C@H](O)c1cccc(O)c1,1954.0,5.45,4.99,5.22,0.46,4.02,3.81,3.81,0.028,0.028,0.297,False
CHEMBL44618,CHLOROFORM,ClC(Cl)Cl,,5.45,4.99,5.22,0.47,4.03,3.81,3.81,0.028,0.028,0.095,False
CHEMBL918,PHENACEMIDE,NC(=O)NC(=O)Cc1ccccc1,1951.0,5.23,5.13,5.18,0.11,3.81,3.95,3.81,0.028,0.028,0.262,False
CHEMBL109,VALPROIC ACID,CCCC(CCC)C(=O)O,1978.0,5.24,5.02,5.13,0.22,3.81,3.84,3.81,0.022,0.022,0.17,False
CHEMBL1200696,POTASSIUM PERCHLORATE,[O-][Cl+3]([O-])([O-])[O-],1974.0,5.24,5.14,5.19,0.09,3.81,3.97,3.81,0.028,0.028,0.036,False
CHEMBL32800,FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,,5.34,4.99,5.16,0.35,3.91,3.81,3.81,0.028,0.028,0.224,False
CHEMBL1084172,VILANTEROL TRIFENATATE,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,2013.0,5.36,4.99,5.17,0.37,3.93,3.81,3.81,0.028,0.028,0.26,False
CHEMBL1356238,PYRITHIONE,[O-][n+]1ccccc1S,1986.0,5.24,5.07,5.15,0.17,3.81,3.89,3.81,0.022,0.022,0.139,False
CHEMBL1334078,SODIUM HYPOCHLORITE,[O-]Cl,,5.23,5.13,5.18,0.11,3.81,3.95,3.81,0.028,0.028,0.067,False
CHEMBL1200776,CINACALCET HYDROCHLORIDE,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,2004.0,5.28,4.99,5.13,0.29,3.85,3.81,3.81,0.022,0.022,0.286,False
CHEMBL1200733,DESFLURANE,FC(F)OC(F)C(F)(F)F,1992.0,5.45,4.99,5.22,0.46,4.02,3.81,3.81,0.028,0.028,0.135,False
CHEMBL187709,TRIPARANOL,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,,5.43,4.97,5.2,0.46,4.0,3.8,3.8,0.022,0.022,0.226,False
CHEMBL181,DIAZOXIDE,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,1973.0,5.53,4.98,5.25,0.55,4.1,3.8,3.8,0.028,0.028,0.235,False
CHEMBL1200365,AMINOHIPPURATE SODIUM,Nc1ccc(C(=O)NCC(=O)[O-])cc1,1982.0,5.26,4.97,5.11,0.28,3.83,3.8,3.8,0.017,0.017,0.2,False
CHEMBL83063,RITODRINE,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,1982.0,5.31,4.98,5.15,0.33,3.89,3.8,3.8,0.017,0.017,0.262,False
CHEMBL980,GUAIFENESIN,COc1ccccc1OCC(O)CO,2002.0,5.24,4.98,5.11,0.26,3.82,3.8,3.8,0.022,0.022,0.325,True
CHEMBL3545313,BEMPEDOIC ACID,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,2020.0,5.23,5.07,5.15,0.16,3.8,3.89,3.8,0.022,0.022,0.125,False
CHEMBL956,SUPROFEN,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,1985.0,5.23,5.14,5.19,0.08,3.8,3.97,3.8,0.028,0.028,0.259,False
CHEMBL651,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1947.0,5.32,4.98,5.15,0.35,3.9,3.8,3.8,0.022,0.022,0.226,False
CHEMBL333826,DEQUALINIUM,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,,5.23,5.32,5.28,-0.09,3.8,4.15,3.8,0.044,0.044,0.231,False
CHEMBL21,SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1,1985.0,5.23,5.05,5.14,0.18,3.8,3.87,3.8,0.022,0.022,0.342,True
CHEMBL1201281,CHLORAMPHENICOL SUCCINIC ACID,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,1959.0,5.36,4.98,5.17,0.39,3.94,3.8,3.8,0.022,0.022,0.221,False
CHEMBL1086440,TRICLABENDAZOLE,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,2019.0,5.54,4.98,5.26,0.56,4.11,3.8,3.8,0.028,0.028,0.218,False
CHEMBL1201192,ARMODAFINIL,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,2007.0,5.24,4.97,5.11,0.27,3.82,3.8,3.8,0.017,0.017,0.282,False
CHEMBL3707290,SOMAPACITAN,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,2020.0,5.73,4.98,5.35,0.74,4.3,3.8,3.8,0.044,0.044,0.138,False
CHEMBL608,PROBUCOL,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1977.0,5.23,5.43,5.33,-0.2,3.8,4.25,3.8,0.05,0.05,0.175,False
CHEMBL190461,CANNABIDIOL,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,2018.0,5.34,4.98,5.16,0.36,3.92,3.8,3.8,0.028,0.028,0.153,False
CHEMBL1373,MODAFINIL,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1998.0,5.24,4.97,5.11,0.27,3.82,3.8,3.8,0.017,0.017,0.282,False
CHEMBL1004,DOXYLAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,1948.0,5.28,4.97,5.13,0.31,3.86,3.8,3.8,0.017,0.017,0.225,False
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1967.0,5.23,5.11,5.17,0.12,3.8,3.93,3.8,0.028,0.028,0.4,True
CHEMBL2005186,BELUMOSUDIL,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,2021.0,5.23,5.53,5.38,-0.31,3.8,4.36,3.8,0.066,0.061,0.265,False
CHEMBL1200975,CLOCORTOLONE PIVALATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1977.0,5.49,4.98,5.23,0.51,4.06,3.8,3.8,0.028,0.028,0.196,False
CHEMBL2205807,ABAMETAPIR,Cc1ccc(-c2ccc(C)cn2)nc1,2020.0,5.23,5.15,5.19,0.08,3.8,3.98,3.8,0.028,0.028,0.22,False
CHEMBL1241,TRIPELENNAMINE,CN(C)CCN(Cc1ccccc1)c1ccccn1,1948.0,5.3,4.98,5.14,0.32,3.87,3.8,3.8,0.022,0.022,0.235,False
CHEMBL1477,CERIVASTATIN,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1997.0,5.41,4.98,5.19,0.43,3.98,3.8,3.8,0.028,0.028,0.198,False
CHEMBL1201346,BALSALAZIDE,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,2000.0,5.31,4.98,5.14,0.33,3.88,3.8,3.8,0.022,0.022,0.217,False
CHEMBL462394,METRIZAMIDE,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,1978.0,6.24,4.98,5.61,1.26,4.81,3.8,3.8,0.066,0.061,0.154,False
CHEMBL1261,CITRIC ACID,O=C(O)CC(O)(CC(=O)O)C(=O)O,1982.0,5.22,5.16,5.19,0.07,3.8,3.98,3.8,0.028,0.028,0.122,False
CHEMBL930,GLUTAMINE,NC(=O)CC[C@H](N)C(=O)O,2004.0,5.21,5.01,5.11,0.2,3.79,3.83,3.79,0.022,0.022,0.262,False
CHEMBL3989529,ETHANOLAMINE OLEATE,CCCCCCCC/C=C\CCCCCCCC(=O)O,1988.0,5.21,4.99,5.1,0.23,3.79,3.81,3.79,0.022,0.022,0.12,False
CHEMBL1257,ENFLURANE,FC(F)OC(F)(F)C(F)Cl,1972.0,5.22,5.07,5.14,0.15,3.79,3.89,3.79,0.022,0.022,0.128,False
CHEMBL64,ISONIAZID,NNC(=O)c1ccncc1,1952.0,5.22,5.0,5.11,0.22,3.79,3.82,3.79,0.022,0.022,0.273,False
CHEMBL1266,TETRAHYDROZOLINE,c1ccc2c(c1)CCCC2C1=NCCN1,1979.0,5.45,4.96,5.21,0.49,4.03,3.79,3.79,0.022,0.022,0.197,False
CHEMBL1200347,ISOPROPAMIDE IODIDE,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,1957.0,5.37,4.96,5.17,0.41,3.95,3.79,3.79,0.022,0.022,0.218,False
CHEMBL58,MITOXANTRONE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1987.0,5.36,4.97,5.16,0.39,3.93,3.79,3.79,0.022,0.022,0.169,False
CHEMBL1628502,GABAPENTIN ENACARBIL,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,2011.0,5.22,5.04,5.13,0.17,3.79,3.87,3.79,0.022,0.022,0.164,False
CHEMBL206253,NETUPITANT,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2014.0,5.23,4.97,5.1,0.26,3.8,3.79,3.79,0.017,0.017,0.276,False
CHEMBL3546271,FLORTAUCIPIR,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,2020.0,5.22,5.17,5.19,0.05,3.79,3.99,3.79,0.033,0.033,0.39,True
CHEMBL856,PRIMIDONE,CCC1(c2ccccc2)C(=O)NCNC1=O,1954.0,5.47,4.96,5.21,0.5,4.04,3.79,3.79,0.022,0.022,0.25,False
CHEMBL463,AMINOHIPPURIC ACID,Nc1ccc(C(=O)NCC(=O)O)cc1,1982.0,5.22,4.98,5.1,0.24,3.79,3.8,3.79,0.017,0.017,0.224,False
CHEMBL498,CHLORPROPAMIDE,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1958.0,5.59,4.96,5.28,0.63,4.16,3.79,3.79,0.028,0.028,0.228,False
CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1973.0,5.23,4.96,5.09,0.26,3.8,3.79,3.79,0.017,0.017,0.242,False
CHEMBL45816,MIBEFRADIL,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,1997.0,5.69,4.97,5.33,0.72,4.26,3.79,3.79,0.039,0.039,0.19,False
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,1950.0,5.23,4.97,5.1,0.26,3.81,3.79,3.79,0.017,0.017,0.318,True
CHEMBL1201073,SUCCIMER,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,1991.0,5.22,5.09,5.15,0.12,3.79,3.91,3.79,0.028,0.028,0.154,False
CHEMBL2110962,MEFENOREX,CC(Cc1ccccc1)NCCCCl,,5.22,4.99,5.1,0.23,3.79,3.81,3.79,0.022,0.022,0.224,False
CHEMBL863,CYSTEINE,N[C@@H](CS)C(=O)O,1986.0,5.23,4.97,5.1,0.26,3.8,3.79,3.79,0.017,0.017,0.282,False
CHEMBL3545253,FLORTAUCIPIR F 18,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,2020.0,5.22,5.17,5.19,0.05,3.79,3.99,3.79,0.033,0.033,0.39,True
CHEMBL1200680,SELENIUM SULFIDE,S=[Se]=S,1951.0,5.22,5.12,5.17,0.1,3.79,3.94,3.79,0.028,0.028,0.047,False
CHEMBL1094,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,1993.0,5.28,4.97,5.12,0.32,3.86,3.79,3.79,0.017,0.017,0.333,True
CHEMBL445,NORTRIPTYLINE,CNCCC=C1c2ccccc2CCc2ccccc21,1964.0,5.22,5.11,5.16,0.11,3.79,3.93,3.79,0.028,0.028,0.185,False
CHEMBL4297212,SOLRIAMFETOL HYDROCHLORIDE,NC(=O)OC[C@H](N)Cc1ccccc1,2019.0,5.29,4.96,5.12,0.33,3.86,3.78,3.78,0.017,0.017,0.273,False
CHEMBL1480,FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1991.0,5.68,4.96,5.32,0.73,4.26,3.78,3.78,0.039,0.039,0.276,False
CHEMBL1018,DIENESTROL,C/C=C(/C(=C/C)c1ccc(O)cc1)c1ccc(O)cc1,1947.0,5.21,5.01,5.11,0.2,3.78,3.83,3.78,0.022,0.022,0.25,False
CHEMBL3137301,SACUBITRIL,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,2015.0,5.39,4.96,5.17,0.43,3.96,3.78,3.78,0.022,0.022,0.238,False
CHEMBL2110816,BUTRIPTYLINE,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,,5.21,5.0,5.1,0.21,3.78,3.82,3.78,0.022,0.022,0.228,False
CHEMBL754,FOSCARNET SODIUM,O=C([O-])P(=O)([O-])[O-],1991.0,5.41,4.96,5.19,0.45,3.99,3.78,3.78,0.022,0.022,0.098,False
CHEMBL229128,MEPHENESIN,Cc1ccccc1OCC(O)CO,,5.2,5.0,5.1,0.2,3.78,3.82,3.78,0.022,0.022,0.25,False
CHEMBL1951095,ERAVACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,2018.0,6.82,4.96,5.89,1.87,5.4,3.78,3.78,0.072,0.039,0.2,False
CHEMBL1076903,VARENICLINE,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,2006.0,5.44,4.96,5.2,0.48,4.02,3.78,3.78,0.022,0.022,0.2,False
CHEMBL34259,METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,1953.0,5.38,4.96,5.17,0.42,3.95,3.78,3.78,0.022,0.022,0.191,False
CHEMBL1271,PENTOLINIUM,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,1982.0,5.21,5.06,5.13,0.15,3.78,3.88,3.78,0.022,0.022,0.078,False
CHEMBL897,PROBENECID,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,1951.0,5.21,5.04,5.13,0.16,3.78,3.87,3.78,0.022,0.022,0.259,False
CHEMBL3142541,BUTAMBEN PICRATE,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,,5.21,5.09,5.15,0.12,3.78,3.92,3.78,0.028,0.028,0.429,True
CHEMBL1200559,LACTIC ACID,CC(O)C(=O)O,2006.0,5.21,5.11,5.16,0.1,3.78,3.94,3.78,0.028,0.028,0.163,False
CHEMBL255863,NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,2007.0,5.56,4.96,5.26,0.6,4.13,3.78,3.78,0.028,0.028,0.255,False
CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,1967.0,5.28,4.96,5.12,0.32,3.85,3.78,3.78,0.017,0.017,0.237,False
CHEMBL1693,DIETHYLPROPION HYDROCHLORIDE,CCN(CC)C(C)C(=O)c1ccccc1,1959.0,5.21,5.08,5.14,0.13,3.78,3.9,3.78,0.022,0.022,0.276,False
CHEMBL585,TRIAMTERENE,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1964.0,5.49,4.96,5.22,0.53,4.06,3.78,3.78,0.028,0.028,0.213,False
CHEMBL597,PHENTOLAMINE,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,1952.0,5.45,4.96,5.2,0.49,4.02,3.78,3.78,0.022,0.022,0.229,False
CHEMBL940,GABAPENTIN,NCC1(CC(=O)O)CCCCC1,1993.0,5.2,5.01,5.11,0.19,3.78,3.84,3.78,0.022,0.022,0.161,False
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,1991.0,5.21,5.1,5.15,0.11,3.78,3.92,3.78,0.028,0.028,0.148,False
CHEMBL3889654,LAROTRECTINIB,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,2018.0,6.62,4.96,5.79,1.67,5.19,3.78,3.78,0.066,0.055,0.301,True
CHEMBL1072,BUMETANIDE,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1983.0,5.22,4.96,5.09,0.27,3.8,3.78,3.78,0.017,0.017,0.253,False
CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,2007.0,5.3,4.95,5.13,0.35,3.87,3.78,3.78,0.017,0.017,0.246,False
CHEMBL666,FOSCARNET,O=C(O)P(=O)(O)O,1991.0,5.2,5.12,5.16,0.08,3.77,3.94,3.77,0.028,0.028,0.125,False
CHEMBL1200712,EVANS BLUE,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O,1982.0,5.36,4.95,5.15,0.41,3.93,3.77,3.77,0.022,0.022,0.262,False
CHEMBL1200345,SODIUM SUCCINATE,O=C([O-])CCC(=O)O,1982.0,5.19,4.95,5.07,0.24,3.77,3.78,3.77,0.017,0.017,0.125,False
CHEMBL71595,HYDROGEN PEROXIDE,OO,2017.0,5.2,5.11,5.16,0.09,3.77,3.93,3.77,0.028,0.028,0.087,False
CHEMBL513,CARMUSTINE,O=NN(CCCl)C(=O)NCCCl,1977.0,5.2,5.1,5.15,0.1,3.77,3.92,3.77,0.028,0.028,0.13,False
CHEMBL4594250,NETARSUDIL,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,2017.0,6.01,4.95,5.48,1.07,4.59,3.77,3.77,0.05,0.05,0.225,False
CHEMBL9225,HEXESTROL,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,,5.26,4.95,5.11,0.31,3.84,3.77,3.77,0.017,0.017,0.355,True
CHEMBL1095292,BRETYLIUM TOSYLATE,CC[N+](C)(C)Cc1ccccc1Br,1982.0,5.32,4.95,5.14,0.37,3.9,3.77,3.77,0.022,0.022,0.225,False
CHEMBL46917,CARBARIL,CNC(=O)Oc1cccc2ccccc12,,5.28,4.95,5.11,0.33,3.85,3.77,3.77,0.017,0.017,0.265,False
CHEMBL70972,SERATRODAST,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,1995.0,5.2,5.09,5.14,0.11,3.77,3.91,3.77,0.022,0.022,0.254,False
CHEMBL505,CHLORPHENIRAMINE,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1950.0,5.51,4.94,5.23,0.56,4.08,3.77,3.77,0.028,0.028,0.318,True
CHEMBL4299851,PIFLUFOLASTAT,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(F)nc1)C(=O)O)C(=O)O,2021.0,5.26,4.95,5.11,0.32,3.84,3.77,3.77,0.017,0.017,0.221,False
CHEMBL504,DIMETHYL SULFOXIDE,C[S+](C)[O-],1978.0,5.19,5.1,5.15,0.09,3.77,3.93,3.77,0.028,0.028,0.058,False
CHEMBL1201054,SELENOMETHIONINE SE 75,C[75Se]CC[C@H](N)C(=O)O,1973.0,5.19,4.99,5.09,0.2,3.77,3.82,3.77,0.022,0.022,0.25,False
CHEMBL152684,BECLOBRATE,CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,,5.65,4.95,5.3,0.7,4.22,3.77,3.77,0.033,0.033,0.25,False
