molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain
CHEMBL1200722,PIPECURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,1990.0,6.11,5.74,5.92,0.38,4.68,4.56,4.56,0.232,0.221,0.174,False
CHEMBL643,PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1951.0,5.99,5.92,5.96,0.07,4.56,4.75,4.56,0.276,0.265,0.175,False
CHEMBL995,LOSARTAN POTASSIUM,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,1995.0,6.18,5.73,5.96,0.45,4.76,4.55,4.55,0.243,0.227,0.225,False
CHEMBL431770,ISTRADEFYLLINE,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,,6.01,5.72,5.87,0.28,4.58,4.55,4.55,0.221,0.215,0.232,False
CHEMBL4594287,ENSIFENTRINE,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2,2024.0,5.98,5.73,5.85,0.25,4.55,4.55,4.55,0.21,0.204,0.208,False
CHEMBL460,MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1974.0,6.11,5.73,5.92,0.38,4.69,4.55,4.55,0.232,0.221,0.21,False
CHEMBL1200714,CHLORMEZANONE,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1960.0,6.31,5.73,6.02,0.58,4.88,4.55,4.55,0.254,0.238,0.214,False
CHEMBL1083659,SUVOREXANT,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,2014.0,6.32,5.73,6.03,0.6,4.9,4.55,4.55,0.254,0.238,0.227,False
CHEMBL87992,ESLICARBAZEPINE ACETATE,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,2009.0,6.46,5.72,6.09,0.73,5.03,4.55,4.55,0.26,0.21,0.222,False
CHEMBL1200523,CEFAZOLIN SODIUM,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,1973.0,6.13,5.73,5.93,0.39,4.7,4.55,4.55,0.243,0.232,0.161,False
CHEMBL1201121,HETACILLIN POTASSIUM,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-],1982.0,6.25,5.72,5.99,0.53,4.82,4.55,4.55,0.238,0.227,0.215,False
CHEMBL539423,SPARSENTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,2023.0,5.98,5.74,5.86,0.23,4.55,4.56,4.55,0.21,0.204,0.221,False
CHEMBL2105458,THENALIDINE,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,,6.01,5.72,5.86,0.28,4.58,4.55,4.55,0.215,0.21,0.214,False
CHEMBL2103837,TAFAMIDIS,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,2011.0,5.97,5.8,5.89,0.17,4.55,4.62,4.55,0.232,0.227,0.222,False
CHEMBL1095930,CEFUROXIME AXETIL,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1987.0,6.43,5.73,6.08,0.7,5.0,4.55,4.55,0.26,0.227,0.178,False
CHEMBL1183349,ISAVUCONAZONIUM,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,2015.0,6.28,5.72,6.0,0.56,4.86,4.55,4.55,0.249,0.232,0.213,False
CHEMBL960,LEFLUNOMIDE,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1998.0,6.96,5.72,6.34,1.24,5.53,4.55,4.55,0.32,0.193,0.314,True
CHEMBL3137309,VENETOCLAX,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,2016.0,6.25,5.72,5.99,0.53,4.82,4.55,4.55,0.238,0.227,0.197,False
CHEMBL4802135,NIRMATRELVIR,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,2023.0,6.26,5.72,5.99,0.53,4.83,4.55,4.55,0.238,0.227,0.195,False
CHEMBL654,MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1,1996.0,6.13,5.73,5.93,0.4,4.71,4.55,4.55,0.243,0.227,0.203,False
CHEMBL1218,RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,2005.0,5.98,5.78,5.88,0.2,4.55,4.61,4.55,0.232,0.227,0.203,False
CHEMBL1414320,SUXIBUZONE,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,,6.06,5.72,5.89,0.34,4.63,4.55,4.55,0.221,0.215,0.25,False
CHEMBL450,METHARBITAL,CCC1(CC)C(=O)NC(=O)N(C)C1=O,1982.0,5.97,5.8,5.89,0.17,4.54,4.62,4.54,0.232,0.227,0.19,False
CHEMBL1000,CETIRIZINE,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1995.0,6.42,5.72,6.07,0.71,5.0,4.54,4.54,0.254,0.227,0.327,True
CHEMBL4297503,BALOXAVIR MARBOXIL,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,2018.0,5.96,5.92,5.94,0.04,4.54,4.75,4.54,0.254,0.249,0.183,False
CHEMBL592,LEVORPHANOL,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,1991.0,5.96,5.81,5.89,0.16,4.54,4.63,4.54,0.232,0.227,0.189,False
CHEMBL70246,ACEFYLLINE,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,,5.97,5.84,5.9,0.13,4.54,4.66,4.54,0.26,0.249,0.172,False
CHEMBL661,ALPRAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1981.0,6.07,5.71,5.89,0.36,4.64,4.54,4.54,0.221,0.21,0.322,True
CHEMBL1200599,DIFENOXIN HYDROCHLORIDE,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,1978.0,5.96,5.77,5.87,0.19,4.54,4.6,4.54,0.227,0.221,0.25,False
CHEMBL434394,NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,2007.0,6.19,5.72,5.95,0.47,4.76,4.54,4.54,0.238,0.221,0.206,False
CHEMBL939,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,2003.0,5.97,5.85,5.91,0.11,4.54,4.68,4.54,0.26,0.249,0.321,True
CHEMBL2028661,AZILSARTAN MEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,2011.0,6.34,5.72,6.03,0.62,4.92,4.54,4.54,0.254,0.238,0.235,False
CHEMBL850,SPARFLOXACIN,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1996.0,6.38,5.72,6.05,0.66,4.95,4.54,4.54,0.254,0.232,0.163,False
CHEMBL1513,IRBESARTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1997.0,6.25,5.72,5.98,0.53,4.83,4.54,4.54,0.238,0.227,0.307,True
CHEMBL1727,CEPHALEXIN ANHYDROUS,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,1971.0,6.27,5.71,5.99,0.55,4.84,4.54,4.54,0.243,0.227,0.216,False
CHEMBL1505,ALMOTRIPTAN,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,2001.0,5.97,5.84,5.9,0.13,4.54,4.66,4.54,0.254,0.243,0.263,False
CHEMBL1200821,PROPYLIODONE,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,1982.0,5.97,5.73,5.85,0.23,4.54,4.56,4.54,0.21,0.204,0.208,False
CHEMBL1201190,LEVOCETIRIZINE DIHYDROCHLORIDE,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,2007.0,6.42,5.72,6.07,0.71,5.0,4.54,4.54,0.254,0.227,0.327,True
CHEMBL1201303,PYRVINIUM,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,1982.0,5.97,5.75,5.86,0.22,4.54,4.57,4.54,0.215,0.21,0.254,False
CHEMBL1200692,OLMESARTAN MEDOXOMIL,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2002.0,6.32,5.72,6.02,0.6,4.9,4.54,4.54,0.249,0.232,0.25,False
CHEMBL3286830,LORLATINIB,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,2018.0,6.28,5.72,6.0,0.56,4.86,4.54,4.54,0.249,0.232,0.206,False
CHEMBL15023,TRIFLUPERIDOL,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,,5.97,5.83,5.9,0.13,4.54,4.66,4.54,0.243,0.232,0.275,False
CHEMBL530,AMDINOCILLIN,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,1984.0,5.96,5.75,5.85,0.22,4.54,4.57,4.54,0.21,0.204,0.159,False
CHEMBL684,DIETHYLCARBAMAZINE,CCN(CC)C(=O)N1CCN(C)CC1,1950.0,5.97,5.86,5.91,0.11,4.54,4.68,4.54,0.26,0.249,0.246,False
CHEMBL52440,DEXTROMETHORPHAN,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,1982.0,5.97,5.83,5.9,0.14,4.54,4.65,4.54,0.238,0.227,0.219,False
CHEMBL2103822,TASIMELTEON,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,2014.0,6.08,5.71,5.9,0.37,4.65,4.53,4.53,0.221,0.21,0.194,False
CHEMBL3989944,DIROXIMEL FUMARATE,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,2019.0,5.95,5.72,5.84,0.23,4.53,4.55,4.53,0.199,0.193,0.197,False
CHEMBL452231,TENIPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1992.0,5.95,6.0,5.98,-0.05,4.53,4.82,4.53,0.271,0.254,0.214,False
CHEMBL3707372,VOXILAPREVIR,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(C)C,2017.0,6.18,5.71,5.94,0.47,4.75,4.53,4.53,0.232,0.215,0.189,False
CHEMBL2104356,KETAZOLAM,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,,5.96,5.88,5.92,0.08,4.53,4.7,4.53,0.249,0.243,0.269,False
CHEMBL1129,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,1980.0,6.06,5.71,5.88,0.35,4.63,4.53,4.53,0.215,0.204,0.176,False
CHEMBL339427,TUBOCURARINE,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,1945.0,6.06,5.71,5.89,0.35,4.63,4.53,4.53,0.215,0.204,0.191,False
CHEMBL1185,ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1997.0,5.96,5.84,5.9,0.11,4.53,4.67,4.53,0.249,0.243,0.256,False
CHEMBL1240,PROPANTHELINE BROMIDE,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,1953.0,5.96,5.84,5.9,0.12,4.53,4.67,4.53,0.249,0.243,0.219,False
CHEMBL508102,CARBIMAZOLE,CCOC(=O)n1ccn(C)c1=S,,5.95,5.77,5.86,0.19,4.53,4.59,4.53,0.215,0.21,0.25,False
CHEMBL1650443,TRELAGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,,6.1,5.7,5.9,0.4,4.68,4.53,4.53,0.221,0.204,0.232,False
CHEMBL502182,ELAGOLIX SODIUM,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F,2018.0,5.99,5.71,5.85,0.29,4.57,4.53,4.53,0.204,0.199,0.235,False
CHEMBL1668,RESCINNAMINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1956.0,5.95,5.71,5.83,0.25,4.53,4.53,4.53,0.193,0.188,0.222,False
CHEMBL1323,DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,2006.0,6.22,5.71,5.97,0.52,4.8,4.53,4.53,0.232,0.221,0.202,False
CHEMBL20883,TEGAFUR,O=c1[nH]c(=O)n(C2CCCO2)cc1F,,6.06,5.7,5.88,0.36,4.64,4.53,4.53,0.215,0.204,0.197,False
CHEMBL3545062,VELPATASVIR,COC[C@H]1C[C@@H](c2nc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)c[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,2016.0,5.96,6.13,6.04,-0.17,4.53,4.95,4.53,0.282,0.26,0.185,False
CHEMBL1201168,ISOCARBOXAZID,Cc1cc(C(=O)NNCc2ccccc2)no1,1959.0,5.99,5.7,5.85,0.28,4.56,4.53,4.53,0.199,0.193,0.242,False
CHEMBL3608680,FEZOLINETANT,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,2023.0,6.05,5.7,5.87,0.34,4.62,4.53,4.53,0.215,0.204,0.2,False
CHEMBL928,DANTROLENE SODIUM,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1,1974.0,5.95,6.08,6.02,-0.12,4.53,4.9,4.53,0.276,0.26,0.224,False
CHEMBL1788386,TETRAMETHRIN,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,,6.09,5.71,5.9,0.38,4.66,4.53,4.53,0.221,0.21,0.211,False
CHEMBL1173655,AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,2013.0,7.02,5.71,6.36,1.31,5.59,4.53,4.53,0.32,0.193,0.287,False
CHEMBL1200988,METHANTHELINE BROMIDE,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,1951.0,5.96,5.74,5.85,0.22,4.53,4.56,4.53,0.204,0.199,0.224,False
CHEMBL298734,LONAFARNIB,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,2020.0,6.22,5.7,5.96,0.52,4.8,4.53,4.53,0.232,0.221,0.226,False
CHEMBL576127,FENSPIRIDE,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,,6.17,5.71,5.94,0.47,4.74,4.53,4.53,0.232,0.215,0.243,False
CHEMBL1200532,METHDILAZINE HYDROCHLORIDE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,1982.0,6.01,5.71,5.86,0.3,4.59,4.53,4.53,0.21,0.204,0.209,False
CHEMBL716,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1997.0,5.95,5.76,5.86,0.2,4.53,4.58,4.53,0.215,0.21,0.208,False
CHEMBL1200578,THEOPHYLLINE SODIUM GLYCINATE,Cn1c(=O)c2[nH]cnc2n(C)c1=O,1982.0,6.06,5.7,5.88,0.36,4.64,4.53,4.53,0.215,0.204,0.193,False
CHEMBL3237547,CEDAZURIDINE,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,2020.0,6.18,5.7,5.94,0.48,4.75,4.52,4.52,0.232,0.221,0.186,False
CHEMBL1568276,NAFCILLIN SODIUM,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],1965.0,6.1,5.7,5.9,0.4,4.67,4.52,4.52,0.215,0.199,0.219,False
CHEMBL64391,ITRACONAZOLE,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1992.0,6.17,5.7,5.93,0.47,4.74,4.52,4.52,0.232,0.215,0.225,False
CHEMBL1452696,FEPRAZONE,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,,6.09,5.7,5.89,0.39,4.66,4.52,4.52,0.221,0.21,0.255,False
CHEMBL1208155,ELAGOLIX,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,2018.0,6.0,5.69,5.85,0.31,4.57,4.52,4.52,0.199,0.193,0.241,False
CHEMBL2064032,VONOPRAZAN FUMARATE,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,2022.0,6.02,5.7,5.86,0.33,4.6,4.52,4.52,0.204,0.199,0.284,False
CHEMBL1165,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,1995.0,6.07,5.7,5.88,0.37,4.64,4.52,4.52,0.215,0.204,0.243,False
CHEMBL1005,REMIFENTANIL,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1996.0,6.0,5.7,5.85,0.3,4.57,4.52,4.52,0.199,0.193,0.233,False
CHEMBL1615439,PHENDIMETRAZINE,C[C@H]1[C@H](c2ccccc2)OCCN1C,1976.0,5.95,5.7,5.83,0.24,4.52,4.53,4.52,0.193,0.188,0.207,False
CHEMBL2104993,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,2013.0,6.03,5.69,5.86,0.33,4.6,4.52,4.52,0.204,0.199,0.235,False
CHEMBL3989958,IVOSIDENIB,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,2018.0,6.15,5.69,5.92,0.46,4.72,4.52,4.52,0.227,0.21,0.239,False
CHEMBL644,TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1979.0,5.95,5.89,5.92,0.06,4.52,4.71,4.52,0.249,0.243,0.203,False
CHEMBL746,NEDOCROMIL,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,1992.0,5.95,5.91,5.93,0.04,4.52,4.73,4.52,0.249,0.243,0.165,False
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,1982.0,5.95,5.78,5.87,0.16,4.52,4.61,4.52,0.221,0.215,0.197,False
CHEMBL2023898,DACLATASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,2014.0,6.15,5.69,5.92,0.46,4.73,4.52,4.52,0.227,0.21,0.209,False
CHEMBL270190,ALVIMOPAN,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,2008.0,6.03,5.7,5.87,0.33,4.61,4.52,4.52,0.21,0.204,0.22,False
CHEMBL426559,LAROPIPRANT,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,,6.17,5.7,5.93,0.47,4.74,4.52,4.52,0.227,0.21,0.259,False
CHEMBL46,ONDANSETRON,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1991.0,5.95,5.88,5.92,0.07,4.52,4.71,4.52,0.249,0.243,0.205,False
CHEMBL1329455,MOLSIDOMINE,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,,5.95,5.73,5.84,0.22,4.52,4.55,4.52,0.204,0.199,0.205,False
CHEMBL1436,CEFUROXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1983.0,6.26,5.69,5.97,0.58,4.84,4.51,4.51,0.227,0.21,0.191,False
CHEMBL1201747,ALCAFTADINE,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,2010.0,5.93,5.78,5.86,0.16,4.51,4.6,4.51,0.215,0.21,0.243,False
CHEMBL465026,NEFOPAM,CN1CCOC(c2ccccc2)c2ccccc2C1,,5.94,5.79,5.86,0.16,4.51,4.61,4.51,0.221,0.215,0.2,False
CHEMBL4298139,SERDEXMETHYLPHENIDATE CHLORIDE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1,2021.0,5.93,5.72,5.82,0.22,4.51,4.54,4.51,0.193,0.188,0.214,False
CHEMBL1201204,CEFPIRAMIDE,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,1989.0,5.94,5.74,5.84,0.19,4.51,4.57,4.51,0.204,0.199,0.157,False
CHEMBL426084,SAMIDORPHAN,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,2021.0,6.45,5.69,6.07,0.76,5.02,4.51,4.51,0.243,0.199,0.205,False
CHEMBL421701,DITHIAZANINE IODIDE,CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21,,6.08,5.68,5.88,0.4,4.65,4.51,4.51,0.215,0.204,0.155,False
CHEMBL14376,ILOPERIDONE,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,2009.0,5.93,5.82,5.88,0.11,4.51,4.65,4.51,0.215,0.21,0.26,False
CHEMBL314437,MEPTAZINOL,CCC1(c2cccc(O)c2)CCCCN(C)C1,,5.98,5.69,5.83,0.29,4.55,4.51,4.51,0.193,0.188,0.205,False
CHEMBL80,NALOXONE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1971.0,6.2,5.69,5.94,0.51,4.77,4.51,4.51,0.227,0.215,0.183,False
CHEMBL998,LORATADINE,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1993.0,6.35,5.69,6.02,0.66,4.92,4.51,4.51,0.243,0.221,0.25,False
CHEMBL646,TRIAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1978.0,6.04,5.69,5.86,0.35,4.61,4.51,4.51,0.204,0.193,0.295,False
CHEMBL1643895,RAMOSETRON,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,2015.0,5.94,6.19,6.06,-0.26,4.51,5.02,4.51,0.304,0.276,0.192,False
CHEMBL481,IRINOTECAN,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1996.0,5.94,5.79,5.86,0.15,4.51,4.61,4.51,0.221,0.215,0.219,False
CHEMBL697,METHSUXIMIDE,CN1C(=O)CC(C)(c2ccccc2)C1=O,1957.0,5.93,5.75,5.84,0.19,4.51,4.57,4.51,0.204,0.199,0.214,False
CHEMBL1185568,DITHIAZANINE,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,,6.08,5.68,5.88,0.4,4.65,4.51,4.51,0.215,0.204,0.155,False
CHEMBL1096146,PONESIMOD,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,2021.0,6.03,5.69,5.86,0.34,4.6,4.51,4.51,0.204,0.199,0.169,False
CHEMBL3039514,ELBASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,2016.0,6.19,5.69,5.94,0.5,4.76,4.51,4.51,0.227,0.215,0.193,False
CHEMBL264241,ANIDULAFUNGIN,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,2006.0,6.27,5.68,5.97,0.58,4.84,4.51,4.51,0.232,0.215,0.142,False
CHEMBL3301603,GILTERITINIB FUMARATE,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,2018.0,6.23,5.69,5.96,0.54,4.81,4.51,4.51,0.227,0.215,0.214,False
