clean_smiles,pIC50,molecule_chembl_id,n_measurements,pref_name,pains,MW,LogP,HBD,HBA,TPSA,RotB,AromRings,QED,HeavyAtoms,scaffold,tsne1,tsne2
COc1cc(NC(=O)[C@@H](Cc2ccccc2)NC2=C/C(=N/O)c3ccccc3C2=O)cc(OC)c1,7.217076090663241,CHEMBL4568628,2,,True,471.51300000000026,3.8019000000000025,3.0,7.0,109.25000000000001,8.0,3.0,0.3406229595487871,35.0,N=C1C=C(N[C@H](Cc2ccccc2)C(=O)Nc2ccccc2)C(=O)c2ccccc21,-7.838521,-59.13544
COc1cc(NC(=O)[C@@H](Cc2ccccc2)NC2=CC(=O)c3ccccc3C2=O)cc(OC)c1,5.315154638355588,CHEMBL4553228,1,,True,456.4980000000003,3.806300000000003,2.0,6.0,93.73,8.0,3.0,0.5355437195410052,34.0,O=C1C=C(N[C@H](Cc2ccccc2)C(=O)Nc2ccccc2)C(=O)c2ccccc21,-7.9817996,-58.955837
COc1cc(Nc2c(N)oc3cnccc23)ccc1Cl,6.698970004336019,CHEMBL4290511,1,,False,289.72200000000004,3.8156000000000017,2.0,5.0,73.31,3.0,3.0,0.7666672970663367,20.0,c1ccc(Nc2coc3cnccc23)cc1,17.617016,-21.091011
COc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)cc(OC)c1OC,5.497572880015567,CHEMBL4749277,2,,False,399.4030000000002,3.5939000000000014,4.0,6.0,121.91000000000001,7.0,3.0,0.4787971021723424,29.0,c1ccc(Nc2cccc3[nH]ccc23)cc1,27.244059,-26.234266
COc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)ccc1F,5.910094888560602,CHEMBL4779207,1,,False,357.34100000000007,3.7158000000000015,4.0,4.0,103.45,5.0,3.0,0.5572177223036188,26.0,c1ccc(Nc2cccc3[nH]ccc23)cc1,27.399609,-25.31198
COc1cc(Nc2ccc(F)c3[nH]c(C(=O)O)cc23)cc(OC)c1OC,4.653647025549361,CHEMBL4791116,1,,False,360.3410000000001,3.774600000000002,3.0,5.0,92.81,6.0,3.0,0.6195599059192072,26.0,c1ccc(Nc2cccc3[nH]ccc23)cc1,26.137093,-24.781235
COc1cc(Nc2ccc(F)c3[nH]c(C(=O)O)cc23)ccc1F,4.2644011003018205,CHEMBL4793667,1,,False,318.279,3.8965000000000014,3.0,3.0,74.35,4.0,3.0,0.6819299810116092,23.0,c1ccc(Nc2cccc3[nH]ccc23)cc1,26.249573,-24.80231
COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@@H](C)O[C@@H](C)C1,5.301029995663981,CHEMBL594257,1,,True,288.29900000000004,2.2737,1.0,5.0,72.83,1.0,1.0,0.8578661110963092,21.0,O=C1C2=C(COCC2)C(=O)c2ccccc21,-15.462436,-34.194912
COc1cc(OC(=O)c2c(C)c(C)c(OC(=O)c3c(C)cc(O)c(C)c3O)c(C)c2OC)c(C)c(C)c1C(=O)O,4.823908740944319,CHEMBL3747238,1,,False,552.5760000000005,5.4105400000000055,3.0,9.0,148.82,7.0,3.0,0.25648498853108503,40.0,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,-13.56728,-35.32294
COc1cc(OC(=O)c2c(C)c(O)c(OC(=O)c3c(C)cc(O)c(C)c3O)c(C)c2OC)c(C)c(C)c1C(=O)O,4.838631997765025,CHEMBL4456594,1,,False,554.5480000000005,4.807720000000004,4.0,10.0,169.04999999999998,7.0,3.0,0.2335178531614558,40.0,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,-13.556679,-35.32194
COc1cc(OC)c2cc(C(=O)Cc3cccnc3)[nH]c2c1,4.346787486224656,CHEMBL1668397,1,,False,296.32599999999996,3.0055000000000014,1.0,4.0,64.21000000000001,5.0,3.0,0.7350763964803918,22.0,O=C(Cc1cccnc1)c1cc2ccccc2[nH]1,-31.123236,3.3252466
COc1cc(OC)cc(Sc2c(C)[nH]c3ccc(Cl)cc23)c1,4.346787486224656,CHEMBL4754880,1,,False,333.8400000000001,5.298120000000003,1.0,3.0,34.25,4.0,3.0,0.7032737158764288,22.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-7.268926,-5.032944
COc1cc(OC)cc(Sc2c[nH]c3c(Cl)c(Cl)ccc23)c1,4.045757490560675,CHEMBL4755246,1,,False,354.2580000000001,5.643100000000002,1.0,3.0,34.25,4.0,3.0,0.6580531162682524,22.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-7.5647335,-5.6174273
COc1cc(OC)cc(Sc2c[nH]c3cc(Cl)ccc23)c1,4.823908740944319,CHEMBL4790386,1,,False,319.81300000000005,4.989700000000003,1.0,3.0,34.25,4.0,3.0,0.7353069662713677,21.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-7.453091,-5.1693735
COc1cc(OC)cc(Sc2c[nH]c3ccc(Cl)cc23)c1,5.154901959985743,CHEMBL4749159,2,,False,319.81300000000005,4.989700000000003,1.0,3.0,34.25,4.0,3.0,0.7353069662713677,21.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-7.4671655,-5.145888
COc1cc(OC)cc(Sc2c[nH]c3cccc(Cl)c23)c1,4.2839966563652006,CHEMBL4776062,1,,False,319.81300000000005,4.989700000000002,1.0,3.0,34.25,4.0,3.0,0.7353069662713677,21.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-7.7753415,-5.7023706
COc1cc(OC)cc(Sc2c[nH]c3ccccc23)c1,4.6020599913279625,CHEMBL4760664,1,,False,285.36800000000005,4.336300000000002,1.0,3.0,34.25,4.0,3.0,0.7741435243573253,20.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-8.479509,-6.4504857
COc1cc(Sc2c[nH]c3ccc(Cl)cc23)cc(OC)c1OC,4.3979400086720375,CHEMBL389506,1,,False,349.8390000000001,4.998300000000003,1.0,4.0,43.480000000000004,5.0,3.0,0.7036698922468055,23.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-7.6369557,-5.0769353
COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(F)cc2)n1,6.698970004336019,CHEMBL4290549,1,,False,401.8000000000001,5.760800000000002,2.0,5.0,73.31,4.0,4.0,0.4544347170512875,28.0,c1ccc(Nc2coc3c(-c4ccccc4)nccc23)cc1,14.986541,-16.819944
COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,5.376873843850339,CHEMBL577939,4,,False,283.283,2.531200000000001,0.0,4.0,61.6,3.0,2.0,0.6412053265219319,21.0,O=C1C(c2ccccc2)=[NH+]c2ccccc21,-14.060957,-27.509918
COc1ccc(-c2[nH]cnc2-c2ccccc2F)cc1O,5.309803919971486,CHEMBL3800598,1,,False,284.29,3.5970000000000018,2.0,3.0,58.14,3.0,3.0,0.7722913347703249,21.0,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,-1.4850029,-25.337866
COc1ccc(-c2[nH]cnc2-c2ccccc2OC)cc1O,5.142667503568732,CHEMBL3799247,1,,False,296.326,3.466500000000002,2.0,4.0,67.37,4.0,3.0,0.7733368437065129,22.0,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,-1.5279195,-25.406584
COc1ccc(-c2c[nH]c3c2C(=O)c2[nH]cc4c2C3=NCC4)cc1,5.1487416512809245,CHEMBL576344,1,,True,317.34800000000007,2.9563000000000015,2.0,3.0,70.24000000000001,2.0,3.0,0.5965484599454358,24.0,O=C1c2[nH]cc3c2C(=NCC3)c2[nH]cc(-c3ccccc3)c21,-9.865738,-32.172348
COc1ccc(-c2c[nH]c3c2C(=O)c2[nH]ccc2C3=O)cc1,4.649751981665837,CHEMBL583951,1,,True,292.294,2.793800000000001,2.0,3.0,74.95,2.0,3.0,0.5962785650318968,22.0,O=C1c2cc[nH]c2C(=O)c2c(-c3ccccc3)c[nH]c21,-10.065874,-32.063034
COc1ccc(-c2c[nH]c3c2C(=O)c2c(CCN)cn(S(=O)(=O)c4ccc(C)cc4)c2C3=O)cc1,5.267606240177032,CHEMBL575780,1,,True,489.55300000000017,3.3138200000000024,2.0,6.0,124.24999999999997,6.0,4.0,0.3770955894103272,35.0,O=C1c2ccn(S(=O)(=O)c3ccccc3)c2C(=O)c2[nH]cc(-c3ccccc3)c21,-9.219099,-33.576332
COc1ccc(-c2c[nH]c3c2C(=O)c2c(c(CCN)cn2S(=O)(=O)c2ccc(C)cc2)C3=O)cc1,4.924453038607469,CHEMBL575568,1,,True,489.5530000000001,3.3138200000000015,2.0,6.0,124.24999999999997,6.0,4.0,0.3770955894103272,35.0,O=C1c2ccn(S(=O)(=O)c3ccccc3)c2C(=O)c2c(-c3ccccc3)c[nH]c21,-9.21865,-33.57398
COc1ccc(-c2c[nH]c3c2C(=O)c2c4c(cn2S(=O)(=O)c2ccc(C)cc2)CCN=C34)cc1,5.376750709602099,CHEMBL575549,1,,True,471.53800000000024,3.975120000000002,1.0,5.0,93.52,4.0,4.0,0.4291523034350481,34.0,O=C1c2c(-c3ccccc3)c[nH]c2C2=NCCc3cn(S(=O)(=O)c4ccccc4)c1c32,-9.149501,-33.070976
COc1ccc(-c2c[nH]c3c2C(=O)c2cc[nH]c2C3=O)cc1,4.899629454882437,CHEMBL2332688,1,,True,292.294,2.7938,2.0,3.0,74.95,2.0,3.0,0.5962785650318968,22.0,O=C1c2[nH]ccc2C(=O)c2c(-c3ccccc3)c[nH]c21,-10.07749,-32.054924
COc1ccc(-c2c[nH]c3c2C2=NCCc4c[nH]c(c42)C3=O)cc1,6.045757490560675,CHEMBL576950,2,,True,317.348,2.9563000000000015,2.0,3.0,70.24,2.0,3.0,0.5965484599454358,24.0,O=C1c2[nH]cc3c2C(=NCC3)c2c(-c3ccccc3)c[nH]c21,-9.8672905,-32.15172
COc1ccc(-c2c[nH]c3c2C2=NCCc4cn(S(=O)(=O)c5ccc(C)cc5)c(c42)C3=O)cc1,5.657577319177793,CHEMBL572914,1,,True,471.5380000000002,3.975120000000003,1.0,5.0,93.51999999999998,4.0,4.0,0.42915230343504807,34.0,O=C1c2[nH]cc(-c3ccccc3)c2C2=NCCc3cn(S(=O)(=O)c4ccccc4)c1c32,-9.177392,-33.005745
COc1ccc(-c2cc3ccc(OC)c(O)c3cn2)cc1,5.475042282163251,CHEMBL5619903,2,,False,281.311,3.6246000000000027,1.0,4.0,51.58,3.0,3.0,0.7962351454786704,21.0,c1ccc(-c2cc3ccccc3cn2)cc1,-2.5361302,-28.054924
COc1ccc(-c2cc3ccc(OC)c(OC)c3cn2)cc1,4.95311480916229,CHEMBL5620121,1,,False,295.33799999999997,3.9276000000000026,0.0,4.0,40.58,4.0,3.0,0.731014137286499,22.0,c1ccc(-c2cc3ccccc3cn2)cc1,-2.661038,-27.802425
COc1ccc(-c2ccc(NC(=O)[C@@H](C)[C@H]3[C@@H]4C[C@@H](n5cnc6cc(F)c(F)cc65)C[C@@H]43)cc2)cn1,6.482804102050026,CHEMBL5835052,1,,False,488.5380000000001,5.857000000000005,1.0,4.0,69.03999999999999,6.0,4.0,0.36932639595011707,36.0,O=C(C[C@@H]1[C@H]2C[C@H](n3cnc4ccccc43)C[C@@H]12)Nc1ccc(-c2cccnc2)cc1,15.370758,71.12755
COc1ccc(-c2ccc(OC(C(C)C)C(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.795880017344075,CHEMBL5266607,1,,False,490.6000000000002,7.072220000000006,3.0,4.0,96.89,9.0,3.0,0.29795053062926674,36.0,O=C(Nc1ccccc1)Nc1cccc(-c2ccccc2)c1,12.387659,-69.89227
COc1ccc(-c2ccc(Oc3ccc4c(c3)CCCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.616184634019569,CHEMBL5941679,1,,False,522.6010000000002,7.683920000000006,3.0,4.0,96.89,7.0,4.0,0.23123428622857028,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccc2c(c1)CCCC2,12.301287,-71.291794
COc1ccc(-c2ccc(Oc3cccc(C(C)(C)C)c3)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.970521410611345,CHEMBL4064513,2,,False,524.6170000000002,8.102620000000007,3.0,4.0,96.89,7.0,4.0,0.2269025994662058,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,10.680042,-69.91798
COc1ccc(-c2ccc(Oc3cccc(C)c3C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.481685552318919,CHEMBL4086041,2,,False,496.56300000000016,7.421960000000006,3.0,4.0,96.89,7.0,4.0,0.24730439896281384,37.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,11.018738,-70.1807
COc1ccc(-c2ccc(Oc3cccc(C)c3C)c(NC(=O)Nc3cccc(C)c3)c2)cc1C(=O)O,6.180456064458132,CHEMBL5777290,1,,False,496.56300000000016,7.421960000000006,3.0,4.0,96.89,7.0,4.0,0.24730439896281384,37.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,10.614899,-70.49414
COc1ccc(-c2ccc(Oc3cccc(C)c3C)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,6.585026652029182,CHEMBL5999556,1,,False,516.9810000000002,7.766940000000005,3.0,4.0,96.89,7.0,4.0,0.2329651302433963,37.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,9.091975,-71.5578
COc1ccc(-c2ccc(Oc3cccc4c3CCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.175722422168665,CHEMBL4102416,2,,False,508.5740000000002,7.2938200000000055,3.0,4.0,96.89,7.0,4.0,0.24347134199660989,38.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCC2,11.508076,-71.339195
COc1ccc(-c2ccc(Oc3cccc4c3CCC4)c(NC(=O)Nc3ccccc3C)c2)cc1C(=O)O,6.275724130399211,CHEMBL5857262,1,,False,508.5740000000002,7.2938200000000055,3.0,4.0,96.89,7.0,4.0,0.24347134199660989,38.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCC2,10.422019,-72.01725
COc1ccc(-c2ccc(Oc3cccc4c3CCC4)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,6.42021640338319,CHEMBL5767203,1,,False,528.9920000000002,7.638800000000005,3.0,4.0,96.89,7.0,4.0,0.22885950917708495,38.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCC2,9.633546,-72.17507
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccc(C)c(C)c3)c2)cc1C(=O)O,6.036212172654444,CHEMBL6048882,1,,False,536.6280000000003,7.992340000000006,3.0,4.0,96.89,7.0,4.0,0.2223883767979784,40.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCCC2,11.255417,-71.604546
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,7.0,CHEMBL4078152,1,,False,522.6010000000002,7.683920000000006,3.0,4.0,96.89,7.0,4.0,0.23123428622857028,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCCC2,11.547767,-71.390396
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3cccc(C)c3)c2)cc1C(=O)O,6.551186454354779,CHEMBL4060679,2,,False,522.6010000000002,7.683920000000006,3.0,4.0,96.89,7.0,4.0,0.23123428622857028,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCCC2,11.199175,-71.64537
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3)c2)cc1C(=O)O,6.579195143915783,CHEMBL4067223,2,,False,508.5740000000002,7.375500000000005,3.0,4.0,96.89,7.0,4.0,0.24205417037746188,38.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCCC2,10.892752,-71.80074
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3C)c2)cc1C(=O)O,6.96479633912994,CHEMBL4082553,2,,False,522.6010000000002,7.683920000000006,3.0,4.0,96.89,7.0,4.0,0.23123428622857028,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCCC2,10.47519,-72.03022
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,7.289198036565084,CHEMBL4060089,2,,False,543.0190000000002,8.028900000000005,3.0,4.0,96.89,7.0,4.0,0.21949074751479533,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCCC2,9.682352,-72.1931
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3F)c2)cc1C(=O)O,6.823908740944319,CHEMBL4081989,2,,False,526.5640000000002,7.514600000000005,3.0,4.0,96.89,7.0,4.0,0.2314890895629913,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1CCCC2,10.212653,-72.42455
COc1ccc(-c2ccc(Oc3cccc4c3OC(C)(C)C4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.286509456906058,CHEMBL6048876,1,,False,538.6000000000003,7.5186200000000065,3.0,5.0,106.11999999999999,7.0,4.0,0.22471710322653285,40.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2c1OCC2,11.837941,-71.077194
COc1ccc(-c2ccc(Oc3cccc4ccccc34)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.113509274827518,CHEMBL5827043,1,,False,518.5690000000003,7.958320000000006,3.0,4.0,96.89,7.0,5.0,0.20306940698850529,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2ccccc12,11.332103,-70.20541
COc1ccc(-c2ccc(Oc3cccc4ccccc34)c(NC(=O)Nc3ccccc3C)c2)cc1C(=O)O,6.5376020021010435,CHEMBL5945422,1,,False,518.5690000000003,7.958320000000006,3.0,4.0,96.89,7.0,5.0,0.20306940698850529,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1cccc2ccccc12,9.941878,-71.25124
COc1ccc(-c2ccc(Oc3ccccc3C#N)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.221848749616356,CHEMBL4073099,1,,False,493.5190000000002,6.676800000000005,3.0,5.0,120.67999999999999,7.0,4.0,0.2641508484206967,37.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,12.267436,-69.46722
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.455931955649724,CHEMBL4079943,1,,False,524.6170000000003,8.102620000000007,3.0,4.0,96.89,7.0,4.0,0.2269025994662058,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,10.872728,-69.33318
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1NS(=O)(=O)C(F)(F)F,6.1249387366083,CHEMBL5974960,1,,False,627.6850000000003,8.665920000000005,3.0,5.0,105.75999999999999,8.0,4.0,0.18132219708566658,44.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,10.248752,-69.0768
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(Cl)cc3Cl)c2)cc1C(=O)O,5.882728704344236,CHEMBL5920683,1,,False,579.4800000000002,9.101000000000003,3.0,4.0,96.89,7.0,4.0,0.2029549142484324,40.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,8.616516,-71.686005
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3C(F)(F)F)c2)cc1C(=O)O,6.267606240177032,CHEMBL5821207,1,,False,578.5870000000002,8.813000000000004,3.0,4.0,96.89,7.0,4.0,0.20363374040721835,42.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,8.218192,-70.74925
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,6.2076083105017466,CHEMBL5936022,1,,False,545.0350000000003,8.447600000000005,3.0,4.0,96.89,7.0,4.0,0.21671490085898354,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,8.653796,-71.48813
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3F)c2)cc1C(=O)O,6.631403678647631,CHEMBL5282264,2,,False,528.5800000000003,7.933300000000006,3.0,4.0,96.89,7.0,4.0,0.22628209441942598,39.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,8.196047,-70.78756
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)CO)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.619788758288394,CHEMBL4093798,1,,False,540.6160000000003,7.075020000000007,4.0,5.0,117.11999999999999,9.0,4.0,0.1803059554802755,40.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,11.090153,-69.24072
COc1ccc(-c2ccc(Oc3ccccc3C(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.13220055015091,CHEMBL4087821,2,,False,510.5900000000002,7.928520000000006,3.0,4.0,96.89,8.0,4.0,0.2236128329411634,38.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,11.904057,-69.83639
COc1ccc(-c2ccc(Oc3ccccc3C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.801482132310452,CHEMBL4075095,2,,False,482.5360000000002,7.113540000000006,3.0,4.0,96.89,7.0,4.0,0.2606975924575813,36.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,11.563963,-69.85447
COc1ccc(-c2ccc(Oc3ccccc3C3CC3)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.482804102050026,CHEMBL6011613,1,,False,508.57400000000024,7.682520000000006,3.0,4.0,96.89,8.0,4.0,0.2267490446252908,38.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1C1CC1,12.645755,-70.53602
COc1ccc(-c2ccc(Oc3ccccc3Cl)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.080921907623926,CHEMBL4083377,1,,False,502.9540000000002,7.4585200000000045,3.0,4.0,96.89,7.0,4.0,0.24351666907084596,36.0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2)ccc1Oc1ccccc1,11.299212,-69.52707
COc1ccc(-c2csc(N/N=C3\CC(=O)c4ccccc43)n2)cc1OC,5.279427279635739,CHEMBL4062551,1,,False,379.4410000000001,4.229900000000003,1.0,7.0,72.81,5.0,3.0,0.6717940133562401,27.0,O=C1C/C(=N\Nc2nc(-c3ccccc3)cs2)c2ccccc21,-12.263289,-27.970364
COc1ccc(-c2nc3sccn3c2NC(C)(C)C)cc1O,4.886056647693163,CHEMBL5415789,1,,False,317.4140000000001,3.987400000000003,2.0,5.0,58.790000000000006,3.0,3.0,0.7667137960628437,22.0,c1ccc(-c2cn3ccsc3n2)cc1,-4.1273217,-28.46052
COc1ccc(-c2nc3sccn3c2NC(C)(C)CC(C)(C)C)cc1O,4.6020599913279625,CHEMBL5412202,1,,False,373.5220000000002,5.403700000000005,2.0,5.0,58.790000000000006,5.0,3.0,0.6282080097218742,26.0,c1ccc(-c2cn3ccsc3n2)cc1,-4.2035193,-28.483284
COc1ccc(-c2nc3sccn3c2NCCN2CCOCC2)cc1O,4.136677139879544,CHEMBL5410969,1,,False,374.46600000000024,2.521100000000001,2.0,7.0,71.26,6.0,3.0,0.6908966381192562,26.0,c1ccc(-c2nc3sccn3c2NCCN2CCOCC2)cc1,-4.4043727,-28.507814
COc1ccc(-c2nnc(N[C@H](C)[C@H]3CC[C@@H](c4ccnc5ccc(F)cc54)CC3)o2)cc1,8.522878745280337,CHEMBL4750132,1,,False,446.5260000000002,6.206900000000005,1.0,6.0,73.07000000000001,6.0,4.0,0.3797390665234582,33.0,c1ccc(-c2nnc(NC[C@H]3CC[C@@H](c4ccnc5ccccc54)CC3)o2)cc1,0.648325,42.97332
COc1ccc(-c2sc3cncn3c2C(O)C2CCCCC2)cc1,5.510041520575165,CHEMBL5885631,1,,False,342.4640000000002,4.685100000000004,1.0,4.0,46.760000000000005,4.0,3.0,0.7483376945768062,24.0,c1ccc(-c2sc3cncn3c2CC2CCCCC2)cc1,-29.11585,38.234627
COc1ccc(C(=O)NCCc2c[nH]c3c2C(=O)C2=C(C3=O)c3c(C)ccc(OC)c3CC23C(=O)N(C)C(=O)N3C)cc1,5.6020599913279625,CHEMBL4852056,1,,True,582.6130000000003,2.9643200000000016,2.0,7.0,138.11,6.0,3.0,0.42642835121164646,43.0,O=C1NC(=O)C2(Cc3ccccc3C3=C2C(=O)c2c(CCNC(=O)c4ccccc4)c[nH]c2C3=O)N1,-43.017815,-44.951862
COc1ccc(C(=O)N[C@H](C)[C@H]2CC[C@@H](c3ccnc4ccc(F)cc43)CC2)cc1N1CCOCC1,7.805416957817734,CHEMBL4747228,2,,False,491.60700000000037,5.311400000000005,1.0,5.0,63.69,6.0,3.0,0.5062824373449711,36.0,O=C(NC[C@H]1CC[C@@H](c2ccnc3ccccc32)CC1)c1cccc(N2CCOCC2)c1,1.4736644,41.311626
COc1ccc(C(O)CNC2=CC(=O)c3c(CCNC(=O)OC(C)(C)C)cn(S(=O)(=O)c4ccc(C)cc4)c3C2=O)cc1,4.570247719997592,CHEMBL573203,1,,True,609.7010000000001,3.695420000000002,3.0,9.0,153.02999999999997,10.0,3.0,0.31234955890920546,43.0,O=C1C=C(NCCc2ccccc2)C(=O)c2c1ccn2S(=O)(=O)c1ccccc1,-9.731075,-35.260735
COc1ccc(C(O)CNC2=CC(=O)c3c(c(CCNC(=O)OC(C)(C)C)cn3S(=O)(=O)c3ccc(C)cc3)C2=O)cc1,4.995678626217358,CHEMBL573014,1,,True,609.7010000000001,3.695420000000003,3.0,9.0,153.02999999999997,10.0,3.0,0.31234955890920546,43.0,O=C1C(NCCc2ccccc2)=CC(=O)c2c1ccn2S(=O)(=O)c1ccccc1,-9.732345,-35.262486
COc1ccc(C(O)CNC2=CC(=O)c3c(ccn3S(=O)(=O)c3ccc(C)cc3)C2=O)cc1,5.055517327849832,CHEMBL574896,1,,True,466.51500000000016,2.6282200000000007,2.0,7.0,114.69999999999999,7.0,3.0,0.5500799408779707,33.0,O=C1C(NCCc2ccccc2)=CC(=O)c2c1ccn2S(=O)(=O)c1ccccc1,-9.455868,-34.950775
COc1ccc(C(O)CNC2=CC(=O)c3ccn(S(=O)(=O)c4ccc(C)cc4)c3C2=O)cc1,5.6020599913279625,CHEMBL574690,1,,True,466.5150000000002,2.6282200000000007,2.0,7.0,114.69999999999999,7.0,3.0,0.5500799408779707,33.0,O=C1C=C(NCCc2ccccc2)C(=O)c2c1ccn2S(=O)(=O)c1ccccc1,-9.452877,-34.94854
